bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,0,0,0,,351,4858,cvg,chug1252,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q47683644"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Chug_language"", ""label"": null}], ""meds"": [[""553194"", ""long_grammar"", 2017, 1047, ""Timotheus Adrianus Bodt 2017""], [""104643"", ""wordlist_or_less"", 2005, 10, ""Binny Abraham and Kara Sako and Elina Kinny and Isapdaile Zeliang 2005""]]}",27.4177713,language,92.2255891,Eurasia,,Duhumbi,'Duhumbi [chug1252][cvg]-l-':1,7124
False,Spoken L1 Language,0,0,0,,351,12854,cuw,chuk1270,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/4060"", ""label"": ""Chukwa""}, {""url"": ""https://www.wikidata.org/entity/Q12629033"", ""label"": null}], ""meds"": [[""128691"", ""wordlist_or_less"", 2001, 35, ""George van Driem 2001""]]}",27.358,language,86.9824,Eurasia,,Chukwa,'Chukwa [chuk1270][cuw]-l-':1,15483
False,Spoken L1 Language,8,0,0,,414,1876,ckt,chuk1273,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/ckt"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1730"", ""label"": ""Chukchi""}, {""url"": ""https://en.wikipedia.org/wiki/Chukchi_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/chuk1273"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_chk"", ""label"": ""Chukchi""}, {""url"": ""https://www.wikidata.org/entity/Q33170"", ""label"": null}], ""meds"": [[""123101"", ""long_grammar"", 1961, 447, ""Skorik, Pavel Ya. 1961""], [""162634"", ""grammar"", 1922, 273, ""Waldemar Bogoras 1922""], [""108307"", ""phonology_or_text"", 1900, 453, ""Bogoraz, Vladimir G. 1900""], [""309459"", ""wordlist_or_less"", 1786, 21, ""Pallas, Peter Simon 1786, 1789""]]}",68.6436,language,170.045,Eurasia,,Chukchi,"('Chaun [chau1261]':1,'Enmylinskij [enmy1238]':1,'Enurmin [enur1238]':1,'Nunligranskij [nunl1238]':1,'Pevekskij [peve1239]':1,'Uellanskij [uell1238]':1,'Xatyrskij [xaty1242]':1,'Yanrakinot [yanr1238]':1)'Chukchi [chuk1273][ckt]-l-':1",3480
False,Spoken L1 Language,9,0,0,,220,4344,clw,chul1246,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1736"", ""label"": ""Chulym""}, {""url"": ""https://www.wikidata.org/entity/Q33125"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Chulym_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cly"", ""label"": ""Chulym""}], ""meds"": [[""317441"", ""grammar"", 2008, 269, ""Li, Yong-S\u014fng and Lee, Ho-Yong and Choi, Hyong-Won and Kim, Geon Sook and Lee, Dong Eun and \u00d6lmez, Mehmet 2008""], [""300113"", ""grammar_sketch"", 2006, 25, ""Anderson, Gregory and K. David Harrison 2006""], [""11379"", ""grammar_sketch"", 1997, 7, ""Birjukovich, Rima M. 1997""], [""313031"", ""grammar_sketch"", 1979, 0, ""Birjukovich, Rima M. 1979, 1981""], [""14645"", ""wordlist_or_less"", 1823, 6, ""von Klaproth, Julius H. 1823""]]}",54.3209,language,89.5541,Eurasia,,Chulym Turkic,"(('Chibi [chib1271]':1,'Ketsik [kets1234]':1,'Küärik [kuar1234]':1,'Yatsi [yats1234]':1,'Yezhi [yezh1234]':1)'Lower Chulym Turkic [lowe1396]':1,('Melet [mele1253]':1,'Tutal [tuta1234]':1)'Middle Chulym Turkic [midd1324]':1)'Chulym Turkic [chul1246][clw]-l-':1",6489
False,Spoken L1 Language,0,0,0,,273,9337,chu,chur1257,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/cu"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Church_Slavonic"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q33251"", ""label"": null}], ""meds"": [[""551721"", ""long_grammar"", 1977, 414, ""Philip J. Regier 1977""], [""109783"", ""grammar"", 1955, 245, ""A. Leskien 1955""], [""111068"", ""grammar_sketch"", 1919, 312, ""Leskien, August 1919""], [""318896"", ""grammar_sketch"", 1591, 0, ""Horbatsch, Olexa 1591""]]}",43.7171,language,22.8442,Eurasia,,Church Slavic,'Church Slavic [chur1257][chu]-l-':1,12254
False,Spoken L1 Language,0,0,0,,273,17409,cdj,chur1258,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1628"", ""label"": ""Churahi""}, {""url"": ""https://en.wikipedia.org/wiki/Churahi"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q12629039"", ""label"": null}], ""meds"": [[""127531"", ""grammar_sketch"", 1908, 9, ""T. Grahame Bailey 1908""]]}",32.8969,language,76.1124,Eurasia,,Churahi,'Churahi [chur1258][cdj]-l-':1,19582
False,Spoken L1 Language,4,0,0,,333,4808,scb,chut1247,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1215"", ""label"": ""Sach""}, {""url"": ""https://www.wikidata.org/entity/Q2967709"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Chut_language"", ""label"": null}], ""meds"": [[""585034"", ""long_grammar"", 2001, 303, ""V. M. Solntsev and N. V. Solntseva and Irina V. Samarina 2001""], [""476837"", ""grammar_sketch"", 1993, 165, ""Loi, Nguyen Van 1993""], [""309415"", ""phonology_or_text"", 1987, 0, ""Tr\u00e0n Tr\u00ed D\u00f5i 1987""], [""310081"", ""wordlist_or_less"", 1907, 7, ""Ch\u00e9on, A. 1907""], [""105854"", ""wordlist_or_less"", 1905, 5, ""M. L. Cadi\u00e8re 1905""]]}",17.6819,language,105.773,Eurasia,,Chut,"('May [mayy1239]':1,'Ruc [rucc1239]':1,'Sach [sach1240]':1,'Salang [sala1283]':1)'Chut [chut1247][scb]-l-':1",7034
False,Spoken L1 Language,2,0,0,,220,921,chv,chuv1255,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/cv"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Chuvash_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/chuv1255"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_chv"", ""label"": ""Chuvash""}, {""url"": ""https://www.wikidata.org/entity/Q33348"", ""label"": null}], ""meds"": [[""137242"", ""long_grammar"", 1996, 459, ""Fedotov, Michail R. 1996""], [""319200"", ""grammar"", 1966, 295, ""Andreev, Ivan A. 1966""], [""52886"", ""grammar"", 1961, 274, ""John R. Krueger 1961""], [""318614"", ""grammar"", 1930, 196, ""Egorov, V. G. 1930""], [""547748"", ""grammar_sketch"", 1862, 205, ""Budenz, J\u00f3zsef 1862, 1862, 1863""], [""552782"", ""grammar_sketch"", 1836, 125, ""V. P. Vi\u0161nevskij 1836""], [""552744"", ""grammar_sketch"", 1769, 70, ""Veniamin, Vasilij Grigor'evi\u010d 1769""]]}",55.487,language,47.163,Eurasia,,Chuvash,"('Anatri [anat1247]':1,'Viryal [viry1239]':1)'Chuvash [chuv1255][chv]-l-':1",2609
False,Spoken L1 Language,0,0,0,,390,1678,xcv,chuv1256,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""xcv"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Chuvan, an extinct Yukaghir language, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:vw:Nikolaeva:Chuvan-Omok**, **hh:w:Tailleur:Tchouvane**). The lexicostatistical figures in (**hh:vw:Nikolaeva:Chuvan-Omok**:327) make it more likely that Chuvan was a language not intelligible with Kolyma or Tundra Yukaghir, but clearly lexically closer to Kolyma than to Tundra.""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3516641"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Chuvan_language"", ""label"": null}], ""meds"": [[""320769"", ""wordlist_or_less"", 1962, 45, ""Tailleur, Olivier Guy 1962""]]}",65.17,language,167.96,Eurasia,,Chuvantsy,'Chuvantsy [chuv1256][xcv]-l-':1,3333
False,Spoken L1 Language,3,0,0,,273,21258,cim,cimb1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/cim"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3164"", ""label"": ""Cimbrian""}, {""url"": ""https://en.wikipedia.org/wiki/Cimbrian_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q37053"", ""label"": null}], ""meds"": [[""112280"", ""long_grammar"", 2008, 1016, ""Schweizer, Bruno 2008""], [""74482"", ""long_grammar"", 2003, 302, ""Tyroller, Hans 2003""], [""573679"", ""grammar_sketch"", 1925, 320, ""Eberhard Kranzmayer 1981, 1985 [1925]""], [""568535"", ""grammar_sketch"", 1905, 152, ""Bacher, Josef 1905""], [""576981"", ""phonology_or_text"", 1855, 212, ""Schmeller, Johann A. 1855""]]}",45.921,language,11.324,Eurasia,,Cimbrian,"('Lusernese Cimbrian [luse1250]':1,'Sette Comuni Cimbrian [sett1242]':1,'Tredici Communi Cimbrian [tred1238]':1)'Cimbrian [cimb1238][cim]-l-':1",22712
False,Spoken L1 Language,0,0,0,,273,6718,xcg,cisa1237,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""xcg"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""A number of ancient European and Ancient Near Eastern languages are not listed in E16/E17/E18/E19/E20/E21/E22/E23/E24. One of them is Cisalpine Gaulish/Lepontic (**hh:hvld:EskaEvans:Continental-Celtic**:35, **hh:w:Lejeune:Lepontica**, **hh:w:Lejeune:Gallo-Etrusques**, **hh:hld:Pisani:Italia-Antica**, **hh:w:Lambert:Gallo-Etrusque**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3832927"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cisalpine_Gaulish"", ""label"": null}], ""meds"": [[""127842"", ""wordlist_or_less"", 1988, 208, ""Michel Lejeune 1988""], [""318899"", ""wordlist_or_less"", 1953, 38, ""Vittore Pisani 1953""]]}",45.2,language,8.93,Eurasia,,Cisalpine Gaulish,'Cisalpine Gaulish [cisa1237][xcg]-l-':1,9364
False,Spoken L1 Language,2,0,0,,273,2859,xcl,clas1249,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""xcl"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""A large array of classical or old literary forms of languages have a timespan such that they are not intelligible to their more modern variants which have E16/E17/E18/E19/E20/E21/E22/E23/E24 entries. One of them is Classical Armenian (**hh:g:Meillet:Altarmenisches**).""}, ""links"": [{""url"": ""http://crubadan.org/languages/xcl"", ""label"": null}, {""url"": ""http://crubadan.org/languages/xcl-Latn"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Classical_Armenian"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q181074"", ""label"": null}], ""meds"": [[""575034"", ""long_grammar"", 1996, 494, ""Martiros Minassian 1996""], [""552644"", ""long_grammar"", 1971, 450, ""Tumanjan, \u00c8teri G. 1971""], [""574697"", ""long_grammar"", 1903, 341, ""N. Marr 1903""], [""573954"", ""grammar_sketch"", 1869, 106, ""Lauer, M. 1869""]]}",38.592316,language,41.346422,Eurasia,,Classical-Middle Armenian,"('Classical Armenian [clas1256]':1,'Middle Armenian [midd1364]':1)'Classical-Middle Armenian [clas1249][xcl]-l-':1",4566
False,Spoken L1 Language,2,0,0,,398,18016,syc,clas1252,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/syc"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Syriac_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q33538"", ""label"": null}], ""meds"": [[""474531"", ""long_grammar"", 2013, 457, ""Aydin, Sami 2013""], [""75656"", ""long_grammar"", 1991, 376, ""Christa M\u00fcller-Kessler 1991""], [""50139"", ""grammar"", 1866, 214, ""G. Phillips 1866""], [""568248"", ""grammar_sketch"", 1539, 147, ""Ambrogio, Teseo 1539""]]}",37.1129,language,42.1432,Eurasia,,Classical Syriac,"('Eastern Syriac [east2681]':1,'Western Syriac [west2764]':1)'Classical Syriac [clas1252][syc]-l-':1",19979
False,Spoken L1 Language,0,0,0,,398,19981,myz,clas1253,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q25559314"", ""label"": null}], ""meds"": [[""102817"", ""long_grammar"", 1965, 717, ""Macuch, Rudolf 1965""]]}",36.1203,language,49.5659,Eurasia,,Classical Mandaic,'Classical Mandaic [clas1253][myz]-l-':1,21647
False,Spoken L1 Language,0,0,0,,351,4847,xct,clas1254,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""xct"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""A large array of classical or old literary forms of languages have a timespan such that they are not intelligible to their more modern variants which have E16/E17/E18/E19/E20/E21/E22/E23/E24 entries. One of them is Classical Tibetan (**hh:s:DeLancey:Classical**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q5128314"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Classical_Tibetan"", ""label"": null}], ""meds"": [[""8295"", ""long_grammar"", 1992, 527, ""Stephan V. Beyer 1992""], [""310894"", ""long_grammar"", 1985, 375, ""Hahn, Michael 1985""], [""43248"", ""grammar"", 1858, 263, ""Foucaux, P. \u00c9. 1858""], [""305311"", ""grammar_sketch"", 1826, 263, ""Frederic Christian Gotthelf Schr\u0153der 1826""]]}",29.24,language,92.01,Eurasia,,Classical Tibetan,'Classical Tibetan [clas1254][xct]-l-':1,7112
True,Bookkeeping,0,0,0,,342,342,cno,cona1234,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3440883"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Con_language"", ""label"": null}]}",20.6442,language,100.904,Eurasia,,Con,'Con [cona1234][cno]-l-':1,1323
False,Spoken L1 Language,0,0,0,,351,15213,cnc,coon1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/4047"", ""label"": ""C\u00f4\u00f4ng""}, {""url"": ""https://www.wikidata.org/entity/Q5202780"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/C%C3%B4%C3%B4ng_language"", ""label"": null}], ""meds"": [[""136143"", ""wordlist_or_less"", 1892, 2, ""Lef\u00e8vre-Pontalis, Pierre 1892, 1896, 1896""]]}",22.3311,language,102.759,Eurasia,,Côông,'Côông [coon1239][cnc]-l-':1,17725
False,Spoken L1 Language,2,0,0,,273,14816,cor,corn1251,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/kw"", ""label"": null}, {""url"": ""http://crubadan.org/languages/kw-kkcor"", ""label"": null}, {""url"": ""http://crubadan.org/languages/kw-uccor"", ""label"": null}, {""url"": ""http://crubadan.org/languages/kw-x-mod"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/4050"", ""label"": ""Cornish""}, {""url"": ""https://en.wikipedia.org/wiki/Cornish_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_crn"", ""label"": ""Cornish""}, {""url"": ""https://www.wikidata.org/entity/Q25289"", ""label"": null}], ""meds"": [[""325547"", ""grammar"", 2001, 248, ""Brown, Wella 2001""], [""45555"", ""grammar"", 1997, 102, ""na 1997""], [""21277"", ""grammar_sketch"", 1904, 246, ""Jenner, Henry 1904""], [""477356"", ""grammar_sketch"", 1859, 104, ""Norris, Edwin 1859""]]}",50.5233,language,-4.18619,Eurasia,,Cornish,"('Modern Cornish [mode1263]':1,'Old Cornish [oldc1252][oco]':1)'Cornish [corn1251][cor]-l-':1",17270
False,Spoken L1 Language,4,0,0,,273,19493,cos,cors1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/co"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3171"", ""label"": ""Corsican""}, {""url"": ""https://en.wikipedia.org/wiki/Corsican_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q33111"", ""label"": null}], ""meds"": [[""22631"", ""long_grammar"", 2006, 647, ""Giudicelli, Ange-Pierre 2006""], [""316088"", ""grammar"", 1999, 278, ""Jacques Fusina 1999""], [""112959"", ""grammar_sketch"", 1977, 143, ""Melillo, Armistizio Matteo 1977""], [""54846"", ""wordlist_or_less"", 1862, 1, ""Latham, Robert Gordon 1862""]]}",41.7,language,9.25537,Eurasia,,Corsican,"('Northern Corsican [nort2611]':1,'Sartenais [sart1246]':1,'Venaco [vena1238]':1,'Vico-Ajaccio [vico1238]':1)'Corsican [cors1241][cos]-l-':1",21227
False,Spoken L1 Language,0,0,0,,351,12608,NOCODE_Cosao,cosa1234,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Cosao"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Cosao, a newly discovered language on the border of Laos and China,\nis missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:ld:BaiXu:Cosao**). It is probably in the Bi-Ka subgroup of Sino-Tibetan but mutually unintelligible with any of them. I wish to thank Andrew Hsiu for bringing this language and the work of **hh:ld:BaiXu:Cosao** to my attention.""}, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/10709"", ""label"": ""Cosao""}, {""url"": ""https://en.wikipedia.org/wiki/Cosao_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q19840020"", ""label"": null}], ""meds"": [[""474552"", ""long_grammar"", 2015, 441, ""Bai, Bibo and Xu, Xianming 2015""]]}",21.616667,language,101.566667,Eurasia,,Cosao,'Cosao [cosa1234]-l-':1,15210
False,Spoken L1 Language,0,0,0,,273,4572,NOCODE_Crimean-Gothic,crim1255,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q36211"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Crimean_Gothic"", ""label"": null}], ""meds"": [[""571606"", ""wordlist_or_less"", 2011, 144, ""Ganina, N. A. 2011""], [""7725"", ""wordlist_or_less"", 1978, 92, ""Stearns, Jr., MacDonald 1978""]]}",45.3,language,34.4,Eurasia,,Crimean Gothic,'Crimean Gothic [crim1255]-l-':1,6731
False,Spoken L1 Language,3,0,0,,220,9123,crh,crim1257,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/crh"", ""label"": null}, {""url"": ""http://crubadan.org/languages/crh-Cyrl"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/10423"", ""label"": ""Crimean Tatar""}, {""url"": ""https://en.wikipedia.org/wiki/Crimean_Tatar_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cri"", ""label"": ""Crimean Tatar""}, {""url"": ""https://www.wikidata.org/entity/Q33357"", ""label"": null}], ""meds"": [[""568125"", ""grammar_sketch"", 1989, 160, ""\u0116nver Akmollaev 1989""], [""319108"", ""grammar_sketch"", 1313, 101, ""'Ab\u016b \u1e24ayy\u0101n al-'Andalus\u012b 1931 [1313]""], [""572039"", ""phonology_or_text"", 1303, 314, ""Gr\u00f8nbech, Kaare 1942 [1303]""]]}",45.0,language,34.08,Eurasia,,Crimean Tatar,"('Central Crimean [cent1995]':1,'Northern Crimean [nort2692]':1,'Southern Crimean [sout2700]':1)'Crimean Tatar [crim1257][crh]-l-':1",11992
False,Sign Language,0,0,0,,249,4525,csq,croa1242,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3507506"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Croatian_Sign_Language"", ""label"": null}], ""meds"": [[""319853"", ""phonology_or_text"", 2006, 38, ""Milkovi\u0107, Marina and Sandra Bradari\u0107-Jon\u010di\u0107 and Ronnie B. Wilbur 2006""]]}",45.502,language,16.796,Eurasia,,Croatian Sign Language,'Croatian Sign Language [croa1242][csq]-l-':1,6665
False,Spoken L1 Language,2,0,0,,333,1156,cua,cuaa1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/cua"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cua_language_(Austroasiatic)"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cua"", ""label"": ""Cua""}, {""url"": ""https://www.wikidata.org/entity/Q3441115"", ""label"": null}], ""meds"": [[""308021"", ""grammar_sketch"", 1974, 45, ""Dinh, Do and Dinh, Moc and Maier, Jacqueline G. 1974""], [""129636"", ""grammar_sketch"", 1966, 4, ""Burton, Eva 1966""], [""569603"", ""wordlist_or_less"", 1965, 10, ""Eva Burton 1965""]]}",15.1688,language,108.431,Eurasia,,Cua,"('Kol {Vietnam} [koll1253]':1,'Traw [traw1239]':1)'Cua [cuaa1241][cua]-l-':1",3110
False,Spoken L1 Language,0,0,0,,273,4578,xlu,cune1239,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""xlu"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""A number of ancient Indo-European languages of Anatolia are not listed in E16/E17/E18/E19/E20/E21/E22/E23/E24. One of them is Cuneiform Luwian (**hh:es:Melchert:Luwians**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q12634577"", ""label"": null}], ""meds"": [[""141431"", ""grammar_sketch"", 2008, 143, ""Yakubovich, Ilya 2008""], [""95933"", ""grammar_sketch"", 2003, 101, ""Melchert, Craig H. 2003""], [""121357"", ""grammar_sketch"", 1969, 70, ""Annelies Kammenhuber 1969""], [""26655"", ""phonology_or_text"", 1959, 90, ""Laroche, Emmanuel 1959""]]}",38.0,language,36.0,Eurasia,,Cuneiform Luwian,'Cuneiform Luwian [cune1239][xlu]-l-':1,6754
False,Spoken L1 Language,0,0,0,,77,2128,cuq,cunn1236,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/10720"", ""label"": ""Nadouhua""}, {""url"": ""https://en.wikipedia.org/wiki/Cun_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2475478"", ""label"": null}], ""meds"": [[""106692"", ""grammar"", 1998, 254, ""Ouyang, Jueya 1998""], [""548869"", ""grammar"", 1996, 5, ""Changzhong Fu 1996""], [""304329"", ""wordlist_or_less"", 1990, 5, ""Fu, Zhennan 1990""], [""308524"", ""wordlist_or_less"", 1983, 4, ""Fu, Zhennan 1983""]]}",19.2182,language,108.743,Eurasia,,Cun,'Cun [cunn1236][cuq]-l-':1,3692
False,Spoken L1 Language,0,0,0,,398,13028,acy,cypr1248,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3177"", ""label"": ""Cypriot Spoken Arabic""}, {""url"": ""https://www.wikidata.org/entity/Q56416"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cypriot_Arabic"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_ako"", ""label"": ""Arabic (Kormakiti)""}], ""meds"": [[""475745"", ""long_grammar"", 2014, 402, ""Frankiskou, Ant\u014dn\u00e8s M. 2014""], [""99887"", ""grammar"", 1985, 215, ""Borg, Alexander 1985""], [""141602"", ""grammar_sketch"", 1969, 69, ""Maria Tsiapera 1969""]]}",35.1674,language,33.0943,Eurasia,,Cypriot Arabic,'Cypriot Arabic [cypr1248][acy]-l-':1,15627
False,Spoken L1 Language,0,0,0,,273,12269,NOCODE_Cypriot-Greek,cypr1249,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Cypriot-Greek"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Cypriot Greek is not intelligible to Greek of Greece (**hh:soc:Arvaniti:Diglossia-Cyprus**:26), hence Cypriot Greek is missing as a separate language.\n\n\nSee also: Malabar-Sri Lanka Portuguese [NOCODE_Malabar-Sri-Lanka-Portuguese], UNKNOWN [NOCODE_Daman-Diu-Portuguese].""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q245899"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cypriot_Greek"", ""label"": null}], ""meds"": [[""314521"", ""grammar_sketch"", 1972, 205, ""Brian Newton 1972""]]}",34.924591,language,32.978113,Eurasia,,Cypriot Greek,'Cypriot Greek [cypr1249]-l-':1,14810
False,Sign Language,0,0,0,,249,4529,cse,czec1253,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/7352"", ""label"": ""Czech Sign Language""}, {""url"": ""https://www.wikidata.org/entity/Q5201809"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Czech_Sign_Language"", ""label"": null}], ""meds"": [[""475780"", ""phonology_or_text"", 1988, 0, ""Gabrielov\u00e1, D. and J. Paur and J. Zeman 1988""]]}",50.012,language,14.4774,Eurasia,,Czech Sign Language,'Czech Sign Language [czec1253][cse]-l-':1,6672
False,Spoken L1 Language,7,0,0,,273,12257,ces,czec1258,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/cs"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Czech_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/czec1258"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cze"", ""label"": ""Czech""}, {""url"": ""https://www.wikidata.org/entity/Q9056"", ""label"": null}], ""meds"": [[""89952"", ""long_grammar"", 1953, 350, ""Harkins, William E. 1953""], [""319224"", ""grammar_sketch"", 1533, 94, ""Bene\u0161 Opt\u00e1t and Petr Gzel and V\u00e1clav Philomates 1974 [1533]""]]}",49.873398,language,15.10437,Eurasia,,Czech,"('Central Bohemian [cent1953]':1,'Czecho-Moravian [czec1259]':1,'Hanak [hana1242]':1,'Lach [lach1246]':1,'Northeast Bohemian [nort2596]':1,'Old Czech [oldc1253]':1,'Southwest Bohemian [sout1722]':1)'Czech [czec1258][ces]-l-':1",14804
